Key	Type	Desc	English	Swedish
Conditions/DodgeIncreaseFromStandingStill	Text		{0} % dodge chance from standing still	TODO
Conditions/DrainLessHunger	Text		{0}% less food drained when running	TODO
Conditions/DurabilityIncreaseAfterMiningOre	Text		Gain {0} durability on your tool, when breaking walls containing ores	TODO
Conditions/EquipmentDurabilityLastsLonger	Text		{0}% chance to not lose durability on equipment when taking damage	TODO
Conditions/ExtraHarvestChance	Text		{0}% larger harvests	TODO
Conditions/FishBitesFaster	Text		Fish (and other things) bite {0}% faster	TODO
Conditions/FishStartsCloserToBeReeledIn	Text		Fish starts {0}% closer to be reeled in	TODO
Conditions/GainArmorAtLowHealth	Text		{0}% armor while at low health	TODO
Conditions/GainAttackSpeedBoostAfterDodge	Text		{0}% melee and range attack speed for a short duration after dodging	TODO
Conditions/GainAttackSpeedFromMissingHealth	Text		Attack speed is increased by 0.2% for every percentage of missing health	TODO
Conditions/GainCriticalHitChanceFromStandingStill	Text		{0}% critical hit chance after standing still for a short duration	TODO
Conditions/GainDamageIncreaseAfterMining	Text		{0}% damage for a short duration after mining a wall	TODO
Conditions/GainDamageIncreaseAtLowHealth	Text		{0}% damage while at low health	TODO
Conditions/GainDamageIncreaseAtMaxHealth	Text		{0}% damage while at max health	TODO
Conditions/GainDamageIncreaseFromRunning	Text		{0}% damage after consistently running for a short duration	TODO
Conditions/GainDodgeIncreaseWhileStandingStill	Text		{0}% dodge chance after standing still for a short duration	TODO
Conditions/GainExtraIndustryItems	Text		{0} extra items gained when crafting rails, wires or conveyor belts.	TODO
Conditions/GainHealthRegenWhileBelowHalfHealth	Text		Gain {0} health every sec while below half max health	TODO
Conditions/GainIncreasedBossDamageFromEatingFish	Text		{0}% damage against bosses after eating fish or cooked food made out of fish	TODO
Conditions/GainIncreasedMaxHealthFromAllSkillPoints	Text		{0}% of all skill points added to max health	TODO
Conditions/GainIncreasedMaxHealthFromPet	Text		{0}% health when a pet is equipped	TODO
Conditions/GainMagicDamagePercentageBoostAfterCrit	Text		{0}% magic damage for a short duration on critical hit	TODO
Conditions/GainManaPercentageOnCrit	Text		{0}% mana recovered on critical hit	TODO
Conditions/GainManaPercentageOnDamageTaken	Text		{0}% mana recovered on damage taken	TODO
Conditions/GainMeleeAttackSpeedFromCookedFood	Text		{0}% melee attack speed when eating cooked food	TODO
Conditions/GainMeleeDamageAsLongAsNotTakenDamage	Text		{0}% melee damage while not haven taken any direct damage for a while	TODO
Conditions/GainMeleeDamageFromHitting	Text		Gain 2% melee damage every time an enemy is hit, stacks up to {0} times	TODO
Conditions/GainMeleeDamageIncreaseFromHittingSameTarget	Text		Gain {0}% melee damage when hitting the same target successively	TODO
Conditions/GainMoreFoodFromCookedFood	Text		{0}% food from cooked food	TODO
Conditions/GainMoreFoodFromPlants	Text		{0}% food when eating plants or cooked food made out of plants	TODO
Conditions/GainMovementSpeedFromRunningConsistently	Text		{0}% movement speed after running consistently for a short duration	TODO
Conditions/GainRangeAttackSpeedPerMinion	Text		{0}% range attack speed per active minion	TODO
Conditions/GainRangeDamageFromShooting	Text		Gain 2% range damage every time an enemy is shot, stacks up to {0} times	TODO
Conditions/GainRangeDamageIncreaseFromStandingStill	Text		{0}% range damage after standing still for a short duration	TODO
Conditions/GainRemainingManaAsMagicDamagePercentage	Text		Up to {0}% magic damage based on your remaining mana	TODO
Conditions/GodMode	Text		You are in god mode	TODO
Conditions/HealOnMinionDespawn	Text		Minions heal you for {0}% health when they despawn	TODO
Conditions/HealOverTime	Text	For example '+5 health every second'	{0} health every sec	TODO
Conditions/HealOverTimePercentage	Text	For example '+5% health every second'	{0}% health every sec	TODO
Conditions/HealingPotionAddHealOverTime	Text		Healing potions also heal for {0}% of health gained from the potion over time	TODO
Conditions/HealthAddition	Text	{0} will be replaced by +10 for example so it says +10 health which can appear on an item description	{0} health	TODO
Conditions/HealthAdditionPercentage	Text		{0}% health	TODO
Conditions/HealthReduction	Text		{0} health	TODO
Conditions/HungerAddition	Text		{0} food	TODO
Conditions/HungerAdditionOnHarvest	Text		{0} food gained when harvesting plants	TODO
Conditions/ImmuneToAcid	Text		Immune to acid damage	TODO
Conditions/ImmuneToBurning	Text		Immune to burning	TODO
Conditions/ImmuneToDamageAfterRespawn	Text		Immune to damage	TODO
Conditions/ImmuneToMold	Text		Immune to mold infection	TODO
Conditions/ImmuneToPoison	Text		Immune to poison	TODO
Conditions/ImmuneToRadioactiveDamage	Text		Immune to radioactive damage	TODO
Conditions/ImmuneToSlimeSlow	Text		Immune to being slowed by slime	TODO
Conditions/ImmuneToSlipperyMovement	Text		Immune to slippery movement	TODO
Conditions/ImmuneToStun	Text		Immune to stun	TODO
Conditions/IncreaseCritChanceAfterPoisonApply	Text		{0}% critical hit chance for a short duration after successfully applying poison	TODO
Conditions/IncreasedAppliedStunDuration	Text		{0}% longer stun durations	TODO
Conditions/IncreasedArmorPercentageWhileAdjacentToWater	Text		{0}% armor while adjacent to water	TODO
Conditions/IncreasedBoatSpeed	Text		{0}% boat speed	TODO
Conditions/IncreasedChanceForHigherRarityFish	Text		{0}% chance for higher rarity fish to bite	TODO
Conditions/IncreasedChanceToGetFish	Text		{0}% chance to get a fish on the hook	TODO
Conditions/IncreasedChanceToGetFishLoot	Text		{0}% chance to get a valuable or other non-fish item on the hook when fishing	TODO
Conditions/IncreasedChanceToSpawnMinionOnHit	Text		{0}% chance to spawn a mininon when an enemy is hit	TODO
Conditions/IncreasedCharmDuration	Text		{0}% longer duration of applied charm effects	TODO
Conditions/IncreasedDamageAgainstBosses	Text		{0}% damage against bosses	TODO
Conditions/IncreasedDamageBasedOnTargetRemainingHealth	Text		Deal up to {0}% more damage based on targets remaining health	TODO
Conditions/IncreasedDamageTakenPercentage	Text		{0}% damage taken	TODO
Conditions/IncreasedDashDuration	Text		{0}% longer dash duration	TODO
Conditions/IncreasedExplosivesDamage	Text		{0}% explosives damage	TODO
Conditions/IncreasedFishing	Text		{0} fishing	TODO
Conditions/IncreasedHealOnMinionDamage	Text		Heal {0}% on minions attack damage	TODO
Conditions/IncreasedHealthRegenEffectiveness	Text		{0}% more healing from health over time regeneration	TODO
Conditions/IncreasedMagicDamagePercentage	Text		{0}% magic damage	TODO
Conditions/IncreasedMagicDamageToMinionDamage	Text		Minion damage is increased by {0}% of your magic damage increase	TODO
Conditions/IncreasedManaRegen	Text		{0} mana every sec	TODO
Conditions/IncreasedManaRegenEffectiveness	Text		{0}% faster mana regeneration	TODO
Conditions/IncreasedMaxHealth	Text		{0} max health	TODO
Conditions/IncreasedMaxHealthPermanent	Text		{0} max health	TODO
Conditions/IncreasedMaxMana	Text		{0} max mana	TODO
Conditions/IncreasedMaxMinions	Text		{0} max minion count	TODO
Conditions/IncreasedMinionAttackSpeed	Text		{0}% minion attack speed	TODO
Conditions/IncreasedMinionCountAsMagicBarrier	Text		{0} magic barrier per active minion	TODO
Conditions/IncreasedMinionCountAsMagicDamagePercentage	Text		{0}% magic damage for every active minion	TODO
Conditions/IncreasedMinionCritChance	Text		{0}% minion critical hit chance	TODO
Conditions/IncreasedMinionDamage	Text		{0} minion damage	TODO
Conditions/IncreasedMinionDamagePercentage	Text		{0}% minion damage	TODO
Conditions/IncreasedMinionLifespanPercentage	Text		{0}% minion lifespan	TODO
Conditions/IncreasedPickUpRadius	Text		{0}% pickup radius	TODO
Conditions/IncreasedRodRange	Text		{0}% fishing rod throw range	TODO
Conditions/InfectedWithMold	Text		{0}% movement speed, increasingly slows down movement from mold infection	TODO
Conditions/KillsIncreaseCritChance	Text		Killing an enemy increases critical hit chance by 3%, stacks up to 5 times	TODO
Conditions/KingOfSlimes	Text		You are the king of slimes	TODO
Conditions/LarvaDisguise	Text		Disguised as a larva	TODO
Conditions/LifeOnHit	Text		{0} life on melee hit	TODO
Conditions/LightningGunChainLightning	Text		When targeting an enemy the lightning will chain to 3 other nearby enemies	TODO
Conditions/LongerCookedFoodBuffs	Text		{0}% longer cooked food buff durations	TODO
Conditions/LookLikeGhost	Text		You look like a ghost	TODO
Conditions/Love	Text		Gives you a  heart-warming feeling	TODO
Conditions/MagicBarrier	Text		{0} magic barrier	TODO
Conditions/MagicBarrierAsManaRegen	Text		Recover {0}% of your magic barrier as mana every sec	TODO
Conditions/MagicBarrierAsManaRegenPercentage	Text		{0}% of magic barrier is added as mana regen	TODO
Conditions/ManaBarrier	Text		{0}% of damage taken is absorbed by your mana pool	TODO
Conditions/MeleeAttackSpeedIncrease	Text		{0}% melee attack speed	TODO
Conditions/MeleeDamageIncrease	Text	{0} will be replaced by +10 for example so it says +10 damage which can appear on an item description	{0}% melee damage	TODO
Conditions/MiningIncrease	Text		{0} mining damage	TODO
Conditions/MiningPercentageIncrease	Text		{0}% mining damage	TODO
Conditions/MiningSpeedIncrease	Text		{0}% mining speed	TODO
Conditions/MovementSpeedBoostAfterDodge	Text		{0}% movement speed boost for a short duration after dodging an attack	TODO
Conditions/MovementSpeedBoostAfterMining	Text		{0}% movement speed boost for a short duration after mining a wall	TODO
Conditions/MovementSpeedDecrease	Text		{0}% movement speed	TODO
Conditions/MovementSpeedIncrease	Text		{0}% movement speed	TODO
Conditions/MovementSpeedIncreaseFromRunningConsistently	Text		{0} movement speed from consistent running	TODO
Conditions/OrangeGlow	Text		{0} glow	TODO
Conditions/PercentageOfFishingAsRange	Text		{0}% of fishing added as range damage	TODO
Conditions/PercentageOfMagicBarrierAsMagicDamage	Text		{0}% of magic barrier is added as magic damage	TODO
Conditions/PercentageOfMiningAsMelee	Text		{0}% of mining damage added as melee damage	TODO
Conditions/PetChanceToGainManaOnAttack	Text		{0}% chance to gain mana on hit	TODO
Conditions/PhysicalMeleeDamageIncrease	Text		{0}% physical melee damage	TODO
Conditions/PhysicalRangeDamageIncrease	Text		{0}% physical range damage	TODO
Conditions/PiercingProjectiles	Text		{0} target(s) pierced by projectiles	TODO
Conditions/PinkGlow	Text		{0} pink glow	TODO
Conditions/Poisoned	Text		75% reduced healing received	TODO
Conditions/RangeAttackSpeedIncrease	Text		{0}% range attack speed	TODO
Conditions/RangeDamageIncrease	Text		{0}% range damage	TODO
Conditions/RedGlowingEyes	Text		Your eyes glow red	TODO
Conditions/ReducedAnvilEquipmentCosts	Text		Crafting items at the anvil and repairing items costs {0}% less materials	TODO
Conditions/ReducedDamageFromBosses	Text		{0}% reduced damage taken from bosses	TODO
Conditions/ReducedImpactOfSlipperyMovement	Text		{0}% reduced impact of slippery movement	TODO
Conditions/ReducedImpactOfSlowedBySlime	Text		{0}% reduced impact of slowed movement from slime	TODO
Conditions/ReducedMagicBarrierRegenDelayPercentage	Text		Magic barrier regeneration delay reduced by {0}%	TODO
Conditions/ReducedManaRegenDelayPercentage	Text		Mana regeneration delay reduced by {0}%	TODO
Conditions/RemovePoison	Text		Removes any poison from the imbiber	TODO
Conditions/SeedDropChance	Text		{0}% chance to gain a seed when harvesting plants	TODO
Conditions/ShortMovementSpeedBoost	Text		{0}% movement speed for a short duration	TODO
Conditions/Sleeping	Text		Fall asleep	TODO
Conditions/SlipperyMovement	Text		Your movement is slippery	TODO
Conditions/SlipperyMovementFromGround	Text		The ground is slippery	TODO
Conditions/SlowedBySlime	Text		{0}% movement speed from slime	TODO
Conditions/SnareAndStunDurationReduction	Text		Snare and stun durations reduced by {0}%	TODO
Conditions/Snared	Text	Can also be translated from 'immobilized' or other similar word meaning that character can't move	Snared	TODO
Conditions/Snowing	Text		You can feel the winter embracing you	TODO
Conditions/SpawnExplosionOnDamageTaken	Text		Deals {0} damage to all nearby enemies when taking damage	TODO
Conditions/StackedCritChance	Text		{0}% critical hit chance	TODO
Conditions/StarvingDamageDecrease	Text		{0}% reduced damage and max health from starving	TODO
Conditions/StarvingHealthDecrease	Text		{0}% reduced max health from starving	TODO
Conditions/StarvingMovementSpeedDecrease	Text		{0}% movement speed from starving	TODO
Conditions/StrongerWellFedBuffs	Text		Well fed buffs are {0}% stronger	TODO
Conditions/Stunned	Text		Stunned	TODO
Conditions/Suffocating	Text		Suffocating	TODO
Conditions/ThornsDamage	Text		{0} thorns damage	TODO
Conditions/ThornsDamageAddedToMeleeAndRange	Text		Your thorns damage is added to your melee and range damage	TODO
Conditions/ToolDurabilityLastsLonger	Text		{0}% chance to not lose durability when using tools and weapons	TODO
Conditions/VisibleOreDistanceIncrease	Text		{0} tiles visible ore distance	TODO
Conditions/WellFedBuffsThresholdReduction	Text		Well fed buffs are gained at {0}% lower food	TODO
Conditions/WellFedDamageIncrease	Text		{0}% increased damage and max health from being well fed	TODO
Conditions/WellFedHealthIncrease	Text		{0}% increased max health from being well fed	TODO
Conditions/WellFedManaRegenerationPercentage	Text		{0}% mana regeneration from being well fed	TODO
Conditions/WellFedMovementSpeedIncrease	Text		{0}% movement speed from being well fed	TODO
Consoles/AccountRestricted	Text		Your account is restricted. You cannot play online.	TODO
Consoles/BlockedUser	Text		Blocked user	TODO
Consoles/ConfirmSendInvites	Text		Send an invite to {0}?	TODO
Consoles/ConnectionErrorGeneric	Text		There was an error during connection to the game.	TODO
Consoles/ConnectionListenFailed	Text		Failed to start listening for incoming connections. Please check your internet connection.	TODO
Consoles/ConnectionTimeout	Text		The network connection has timed out.	TODO
Consoles/ConnectionToLost	Text		The network connection to {0} has been lost.	TODO
Consoles/ContentFromBlockedUser	Text		Prohibited content	TODO
Consoles/Crossplay	Text		Crossplay	TODO
Consoles/Eula61	Text		ACCEPT	TODO
Consoles/Eula62	Text		DECLINE	TODO
Consoles/GameX_ps	Text		Left stick X-axis	TODO
Consoles/GameX_switch	Text		Left stick X-axis	TODO
Consoles/GameX_xbox	Text		Left stick X-axis	TODO
Consoles/GameY_ps	Text		Left stick Y-axis	TODO
Consoles/GameY_switch	Text		Left stick Y-axis	TODO
Consoles/GameY_xbox	Text		Left stick Y-axis	TODO
Consoles/GamepadSpeakerPS	Text		Speaker	TODO
Consoles/InviteAcceptFailed	Text		An error occured while processing the invite.	TODO
Consoles/InviteOnly	Text		Invite only session	TODO
Consoles/InvitePlayers	Text		Invite Players	TODO
Consoles/InvitesFailed	Text		Sending invite to {0} failed	TODO
Consoles/InvitesSent	Text		Invite to {0} sent successfully	TODO
Consoles/LightBarPS	Text		Light bar	TODO
Consoles/MissingPrivilege	Text		You are missing a required privilege. Cannot proceed.	TODO
Consoles/MissingPrivilegeReason	Text		You are missing the {0} privilege. Cannot proceed.	TODO
Consoles/NewPatchAvailable	Text		A new patch is available. Please download it in order to access online features.	TODO
Consoles/NintendoSwitchOnline	Text		Nintendo Switch Online	TODO
Consoles/NoInvitableUsers	Text		No invitable players	TODO
Consoles/PlayStationNetwork	Text		PlayStation™Network	TODO
Consoles/RightJoyStickX_ps	Text		Right stick X-axis	TODO
Consoles/RightJoyStickX_switch	Text		Right stick X-axis	TODO
Consoles/RightJoyStickX_xbox	Text		Right stick X-axis	TODO
