Key	Type	Desc	English	Swedish
Conditions/GainManaPercentageOnDamageTaken	Text		{0}% mana recovered on damage taken	
Conditions/GainMeleeAttackSpeedFromCookedFood	Text		{0}% melee attack speed when eating cooked food	
Conditions/GainMeleeDamageAsLongAsNotTakenDamage	Text		{0}% melee damage while not haven taken any direct damage for a while	
Conditions/GainMeleeDamageFromHitting	Text		Gain 2% melee damage every time an enemy is hit, stacks up to {0} times	
Conditions/GainMeleeDamageIncreaseFromHittingSameTarget	Text		Gain {0}% melee damage when hitting the same target successively	
Conditions/GainMoreFoodFromCookedFood	Text		{0}% food from cooked food	
Conditions/GainMoreFoodFromPlants	Text		{0}% food when eating plants or cooked food made out of plants	
Conditions/GainMovementSpeedFromRunningConsistently	Text		{0}% movement speed after running consistently for a short duration	
Conditions/GainRangeAttackSpeedPerMinion	Text		{0}% range attack speed per active minion	
Conditions/GainRangeDamageFromShooting	Text		Gain 2% range damage every time an enemy is shot, stacks up to {0} times	
Conditions/GainRangeDamageIncreaseFromStandingStill	Text		{0}% range damage after standing still for a short duration	
Conditions/GainRemainingManaAsMagicDamagePercentage	Text		Up to {0}% magic damage based on your remaining mana	
Conditions/GodMode	Text		You are in god mode	
Conditions/HealOnMinionDespawn	Text		Minions heal you for {0}% health when they despawn	
Conditions/HealOverTime	Text	"For example ""+5 health every second"""	{0} health every sec	
Conditions/HealOverTimePercentage	Text	"For example ""+5% health every second"""	{0}% health every sec	
Conditions/HealingPotionAddHealOverTime	Text		Healing potions also heal for {0}% of health gained from the potion over time	
Conditions/HealthAddition	Text	{0} will be replaced by +10 for example so it says +10 health which can appear on an item description	{0} health	
Conditions/HealthAdditionPercentage	Text		{0}% health	
Conditions/HealthReduction	Text		{0} health	
Conditions/HungerAddition	Text		{0} food	
Conditions/HungerAdditionOnHarvest	Text		{0} food gained when harvesting plants	
Conditions/ImmuneToAcid	Text		Immune to acid damage	
Conditions/ImmuneToBurning	Text		Immune to burning	
Conditions/ImmuneToDamageAfterRespawn	Text		Immune to damage	
Conditions/ImmuneToMold	Text		Immune to mold infection	
Conditions/ImmuneToPoison	Text		Immune to poison	
Conditions/ImmuneToRadioactiveDamage	Text		Immune to radioactive damage	
Conditions/ImmuneToSlimeSlow	Text		Immune to being slowed by slime	
Conditions/ImmuneToSlipperyMovement	Text		Immune to slippery movement	
Conditions/ImmuneToStun	Text		Immune to stun	
Conditions/IncreaseCritChanceAfterPoisonApply	Text		{0}% critical hit chance for a short duration after successfully applying poison	
Conditions/IncreasedAppliedStunDuration	Text		{0}% longer stun durations	
Conditions/IncreasedArmorPercentageWhileAdjacentToWater	Text		{0}% armor while adjacent to water	
Conditions/IncreasedBoatSpeed	Text		{0}% boat speed	
Conditions/IncreasedChanceForHigherRarityFish	Text		{0}% chance for higher rarity fish to bite	
Conditions/IncreasedChanceToGetFish	Text		{0}% chance to get a fish on the hook	
Conditions/IncreasedChanceToGetFishLoot	Text		{0}% chance to get a valuable or other non-fish item on the hook when fishing	
Conditions/IncreasedChanceToSpawnMinionOnHit	Text		{0}% chance to spawn a mininon when an enemy is hit	
Conditions/IncreasedCharmDuration	Text		{0}% longer duration of applied charm effects	
Conditions/IncreasedDamageAgainstBosses	Text		{0}% damage against bosses	
Conditions/IncreasedDamageBasedOnTargetRemainingHealth	Text		Deal up to {0}% more damage based on targets remaining health	
Conditions/IncreasedDamageTakenPercentage	Text		{0}% damage taken	
Conditions/IncreasedDashDuration	Text		{0}% longer dash duration	
Conditions/IncreasedExplosivesDamage	Text		{0}% explosives damage	
Conditions/IncreasedFishing	Text		{0} fishing	
Conditions/IncreasedHealOnMinionDamage	Text		Heal {0}% on minions attack damage	
Conditions/IncreasedHealthRegenEffectiveness	Text		{0}% more healing from health over time regeneration	
Conditions/IncreasedMagicDamagePercentage	Text		{0}% magic damage	
Conditions/IncreasedMagicDamageToMinionDamage	Text		Minion damage is increased by {0}% of your magic damage increase	
Conditions/IncreasedManaRegen	Text		{0} mana every sec	
Conditions/IncreasedManaRegenEffectiveness	Text		{0}% faster mana regeneration	
Conditions/IncreasedMaxHealth	Text		{0} max health	
Conditions/IncreasedMaxHealthPermanent	Text		{0} max health	
Conditions/IncreasedMaxMana	Text		{0} max mana	
Conditions/IncreasedMaxMinions	Text		{0} max minion count	
Conditions/IncreasedMinionAttackSpeed	Text		{0}% minion attack speed	
Conditions/IncreasedMinionCountAsMagicBarrier	Text		{0} magic barrier per active minion	
Conditions/IncreasedMinionCountAsMagicDamagePercentage	Text		{0}% magic damage for every active minion	
Conditions/IncreasedMinionCritChance	Text		{0}% minion critical hit chance	
Conditions/IncreasedMinionDamage	Text		{0} minion damage	
Conditions/IncreasedMinionDamagePercentage	Text		{0}% minion damage	
Conditions/IncreasedMinionLifespanPercentage	Text		{0}% minion lifespan	
Conditions/IncreasedPickUpRadius	Text		{0}% pickup radius	
Conditions/IncreasedRodRange	Text		{0}% fishing rod throw range	
Conditions/InfectedWithMold	Text		{0}% movement speed, increasingly slows down movement from mold infection	
Conditions/KillsIncreaseCritChance	Text		Killing an enemy increases critical hit chance by 3%, stacks up to 5 times	
Conditions/KingOfSlimes	Text		You are the king of slimes	
Conditions/LarvaDisguise	Text		Disguised as a larva	
Conditions/LifeOnHit	Text		{0} life on melee hit	
Conditions/LightningGunChainLightning	Text		When targeting an enemy the lightning will chain to 3 other nearby enemies	
Conditions/LongerCookedFoodBuffs	Text		{0}% longer cooked food buff durations	
Conditions/LookLikeGhost	Text		You look like a ghost	
Conditions/Love	Text		Gives you a  heart-warming feeling	
Conditions/MagicBarrier	Text		{0} magic barrier	
Conditions/MagicBarrierAsManaRegen	Text		Recover {0}% of your magic barrier as mana every sec	
Conditions/MagicBarrierAsManaRegenPercentage	Text		{0}% of magic barrier is added as mana regen	
Conditions/ManaBarrier	Text		{0}% of damage taken is absorbed by your mana pool	
Conditions/MeleeAttackSpeedIncrease	Text		{0}% melee attack speed	
Conditions/MeleeDamageIncrease	Text	{0} will be replaced by +10 for example so it says +10 damage which can appear on an item description	{0}% melee damage	
Conditions/MiningIncrease	Text		{0} mining damage	
Conditions/MiningPercentageIncrease	Text		{0}% mining damage	
Conditions/MiningSpeedIncrease	Text		{0}% mining speed	
Conditions/MovementSpeedBoostAfterDodge	Text		{0}% movement speed boost for a short duration after dodging an attack	
Conditions/MovementSpeedBoostAfterMining	Text		{0}% movement speed boost for a short duration after mining a wall	
Conditions/MovementSpeedDecrease	Text		{0}% movement speed	
Conditions/MovementSpeedIncrease	Text		{0}% movement speed	
Conditions/MovementSpeedIncreaseFromRunningConsistently	Text		{0} movement speed from consistent running	
Conditions/OrangeGlow	Text		{0} glow	
Conditions/PercentageOfFishingAsRange	Text		{0}% of fishing added as range damage	
Conditions/PercentageOfMagicBarrierAsMagicDamage	Text		{0}% of magic barrier is added as magic damage	
Conditions/PercentageOfMiningAsMelee	Text		{0}% of mining damage added as melee damage	
Conditions/PetChanceToGainManaOnAttack	Text		{0}% chance to gain mana on hit	
Conditions/PhysicalMeleeDamageIncrease	Text		{0}% physical melee damage	
Conditions/PhysicalRangeDamageIncrease	Text		{0}% physical range damage	
Conditions/PiercingProjectiles	Text		{0} target(s) pierced by projectiles	
Conditions/PinkGlow	Text		{0} pink glow	
Conditions/Poisoned	Text		75% reduced healing received	
Conditions/RangeAttackSpeedIncrease	Text		{0}% range attack speed	
Conditions/RangeDamageIncrease	Text		{0}% range damage	
Conditions/RedGlowingEyes	Text		Your eyes glow red	
Conditions/ReducedAnvilEquipmentCosts	Text		Crafting items at the anvil and repairing items costs {0}% less materials	
Conditions/ReducedDamageFromBosses	Text		{0}% reduced damage taken from bosses	
Conditions/ReducedImpactOfSlipperyMovement	Text		{0}% reduced impact of slippery movement	
Conditions/ReducedImpactOfSlowedBySlime	Text		{0}% reduced impact of slowed movement from slime	
Conditions/ReducedMagicBarrierRegenDelayPercentage	Text		Magic barrier regeneration delay reduced by {0}%	
Conditions/ReducedManaRegenDelayPercentage	Text		Mana regeneration delay reduced by {0}%	
Conditions/RemovePoison	Text		Removes any poison from the imbiber	
Conditions/SeedDropChance	Text		{0}% chance to gain a seed when harvesting plants	
Conditions/ShortMovementSpeedBoost	Text		{0}% movement speed for a short duration	
Conditions/Sleeping	Text		Fall asleep	
Conditions/SlipperyMovement	Text		Your movement is slippery	
Conditions/SlipperyMovementFromGround	Text		The ground is slippery	
Conditions/SlowedBySlime	Text		{0}% movement speed from slime	
Conditions/SnareAndStunDurationReduction	Text		Snare and stun durations reduced by {0}%	
Conditions/Snared	Text	"Can also be translated from ""immobilized"" or other similar word meaning that character can't move"	Snared	
Conditions/Snowing	Text		You can feel the winter embracing you	
Conditions/SpawnExplosionOnDamageTaken	Text		Deals {0} damage to all nearby enemies when taking damage	
Conditions/StackedCritChance	Text		{0}% critical hit chance	
Conditions/StarvingDamageDecrease	Text		{0}% reduced damage and max health from starving	
Conditions/StarvingHealthDecrease	Text		{0}% reduced max health from starving	
Conditions/StarvingMovementSpeedDecrease	Text		{0}% movement speed from starving	
Conditions/StrongerWellFedBuffs	Text		Well fed buffs are {0}% stronger	
Conditions/Stunned	Text		Stunned	
Conditions/Suffocating	Text		Suffocating	
Conditions/ThornsDamage	Text		{0} thorns damage	
Conditions/ThornsDamageAddedToMeleeAndRange	Text		Your thorns damage is added to your melee and range damage	
Conditions/ToolDurabilityLastsLonger	Text		{0}% chance to not lose durability when using tools and weapons	
Conditions/VisibleOreDistanceIncrease	Text		{0} tiles visible ore distance	
Conditions/WellFedBuffsThresholdReduction	Text		Well fed buffs are gained at {0}% lower food	
Conditions/WellFedDamageIncrease	Text		{0}% increased damage and max health from being well fed	
Conditions/WellFedHealthIncrease	Text		{0}% increased max health from being well fed	
Conditions/WellFedManaRegenerationPercentage	Text		{0}% mana regeneration from being well fed	
Conditions/WellFedMovementSpeedIncrease	Text		{0}% movement speed from being well fed	
Consoles/AccountRestricted	Text		Your account is restricted. You cannot play online.	
Consoles/BlockedUser	Text		Blocked user	
Consoles/ConfirmSendInvites	Text		Send an invite to {0}?	
Consoles/ConnectionErrorGeneric	Text		There was an error during connection to the game.	
Consoles/ConnectionListenFailed	Text		Failed to start listening for incoming connections. Please check your internet connection.	
Consoles/ConnectionTimeout	Text		The network connection has timed out.	
Consoles/ConnectionToLost	Text		The network connection to {0} has been lost.	
Consoles/ContentFromBlockedUser	Text		Prohibited content	
Consoles/Crossplay	Text		Crossplay	
Consoles/Eula61	Text		ACCEPT	
Consoles/Eula62	Text		DECLINE	
Consoles/GameX_ps	Text		Left stick X-axis	
Consoles/GameX_switch	Text		Left stick X-axis	
Consoles/GameX_xbox	Text		Left stick X-axis	
Consoles/GameY_ps	Text		Left stick Y-axis	
Consoles/GameY_switch	Text		Left stick Y-axis	
Consoles/GameY_xbox	Text		Left stick Y-axis	
Consoles/GamepadSpeakerPS	Text		Speaker	
Consoles/InviteAcceptFailed	Text		An error occured while processing the invite.	
Consoles/InviteOnly	Text		Invite only session	
Consoles/InvitePlayers	Text		Invite Players	
Consoles/InvitesFailed	Text		Sending invite to {0} failed	
Consoles/InvitesSent	Text		Invite to {0} sent successfully	
Consoles/LightBarPS	Text		Light bar	
Consoles/MissingPrivilege	Text		You are missing a required privilege. Cannot proceed.	
Consoles/MissingPrivilegeReason	Text		You are missing the {0} privilege. Cannot proceed.	
Consoles/NewPatchAvailable	Text		A new patch is available. Please download it in order to access online features.	
Consoles/NintendoSwitchOnline	Text		Nintendo Switch Online	
Consoles/NoInvitableUsers	Text		No invitable players	
Consoles/PlayStationNetwork	Text		PlayStation™Network	
Consoles/RightJoyStickX_ps	Text		Right stick X-axis	
Consoles/RightJoyStickX_switch	Text		Right stick X-axis	
Consoles/RightJoyStickX_xbox	Text		Right stick X-axis	
Consoles/RightJoyStickY_ps	Text		Right stick Y-axis	
Consoles/RightJoyStickY_switch	Text		Right stick Y-axis	
Consoles/RightJoyStickY_xbox	Text		Right stick Y-axis	
Consoles/RightJoystickBack_ps	Text		Right stick backward	
Consoles/RightJoystickBack_switch	Text		Right stick backward	
Consoles/RightJoystickBack_xbox	Text		Right stick backward	
Consoles/RightJoystickForward_ps	Text		Right stick forward	
Consoles/RightJoystickForward_switch	Text		Right stick forward	
Consoles/RightJoystickForward_xbox	Text		Right stick forward	
Consoles/RightJoystickLeft_ps	Text		Right stick left	
Consoles/RightJoystickLeft_switch	Text		Right stick left	
Consoles/RightJoystickLeft_xbox	Text		Right stick left	
Consoles/RightJoystickRight_ps	Text		Right stick right	
Consoles/RightJoystickRight_switch	Text		Right stick right	
Consoles/RightJoystickRight_xbox	Text		Right stick right	
Consoles/SelectSession	Text		Select Session	
Consoles/SessionCreateFailed	Text		Session creation failed.	
Consoles/SessionFull	Text		The session you are trying to join is already full.	
Consoles/SessionJoinFailed	Text		Joining the multiplayer session failed.	
Consoles/SessionStartFailed	Text		The multiplayer session could not be started. Please check your internet connection.	
Consoles/SettingControllerSpeaker	Text	Indicates the speaker on the DualShock 4 or DualSense Controller	Controller Speaker	
Consoles/SettingVibrationNintendoSwitch	Text		HD rumble	
Consoles/ShowButtonHintsNintendo	Text		Show button hints	
Consoles/ShowButtonHintsPlayStation	Text		Show button hints	
Consoles/ShowButtonHintsXbox	Text		Show button hints	
Consoles/StartGameOffline	Text		Start offline game	
Consoles/UgcLastEditedBy	Text		Author: {0}	
Consoles/XboxNetwork	Text		Xbox network	
Consoles/clickToActivateConsoles	Text		Press {0} to activate.	
Consoles/clickToDeactivateConsoles	Text		Press {0} to deactivate.	
Consoles/elementAssignmentPrePollingWindowMessage_ps	Text		First center or zero all sticks and axes and press any button or wait for the timer to finish.	
